time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,9.221958901530739e-08,-8.996468478773396e-08,10.005378686631957,6.2829053807397095,6.282911229737284,0.0,1.63023367657456e-05,-1.64390957174013e-05,0.17927766494442807,-0.016177845835399524,-0.015779250503179416,0.0,462.85050209931075,461.6072936534097,461.14647770936466,459.86709662262433
0.12000000000000001,1.1011639912271416e-05,-1.121237805690881e-05,10.020408933983395,6.281856160837586,6.281684072650666,0.0,0.00046300506092401914,-0.0004635167880745842,0.3217003742195785,-0.020242833437632255,-0.031987562242330084,0.0,450.4511297278034,449.13871003389556,450.7858519185504,450.457384260495
0.18,7.623747898894257e-05,-7.022250140109619e-05,10.042182694700056,6.280204987545645,6.2794687924483785,0.0,0.001914147307760094,-0.001639054269563687,0.40406485993963853,-0.04892537515794371,-0.049277122186636296,0.0,432.7622796335033,431.3040038194542,431.9620548444457,429.53650651809573
0.23999999999999996,0.00028027941729417386,-0.0002418787086247891,10.069664883958756,6.2775673833426,6.276325914168487,0.0,0.005200849185475979,-0.004368631622732783,0.5119627527710262,-0.03552794225590461,-0.05944939771108926,0.0,439.31907260163956,438.4730872988252,439.73408031332735,440.8411639829197
0.3,0.0007793401049240013,-0.0006538826483700993,10.107637446982249,6.275297006238459,6.27302488344607,0.0,0.011854390073908908,-0.009634178694351136,0.7536560817119163,-0.04291673545190785,-0.04737155338181773,0.0,479.81358746339396,480.7276757935129,480.16449660648607,479.60313496324346
0.36000000000000004,0.0017242308367544019,-0.0014149199419759783,10.157091625531912,6.272875185837709,6.270488148628731,0.0,0.01992989312437719,-0.016002432920881958,0.8947106775191234,-0.035693618428283676,-0.033662436814391836,0.0,449.6865476011701,450.79453658402815,450.18579206715617,450.76895962790036
0.4200000000000001,0.0031713301019888306,-0.002580822119283533,10.212337505460658,6.270796627194974,6.268121771829678,0.0,0.028510831427470663,-0.023060691634373215,0.9467715326901037,-0.032619878733529624,-0.05466659000680537,0.0,423.3286944315344,421.5166751983293,421.9952900077221,422.2599215880273
0.48000000000000015,0.005203515425595096,-0.0042262434837962975,10.272014136214874,6.268456946888943,6.265047987738335,0.0,0.039548569994185906,-0.031998516232600464,1.0423585269490074,-0.0564869130747785,-0.045118141327227024,0.0,435.8390868381455,436.63454125917076,437.6882539750503,435.69668982448974
0.5400000000000001,0.008027789219729617,-0.006518022751949277,10.341107665470863,6.264981110509776,6.261986350612892,0.0,0.05492983467567285,-0.04480069659387221,1.2605305777044888,-0.060985367512635495,-0.0667339286737312,0.0,474.10936798943357,472.4442291235735,475.05499278965823,474.7078741641042
0.6000000000000002,0.011770923779434166,-0.009590967854569366,10.419465317099391,6.261374504152329,6.257978666171809,0.0,0.07024211432308888,-0.05799423590021832,1.3512708616713747,-0.05841538560101312,-0.0669165814622186,0.0,435.2602157981503,435.24149764040897,435.9346658153403,436.1467046663316
0.6600000000000003,0.016636973772555134,-0.013633942580716795,10.507977804088558,6.258182254068011,6.253847619291697,0.0,0.09245533083832957,-0.07717694459123699,1.598808131048355,-0.04441801081716756,-0.0730283590739137,0.0,484.13145052291327,483.66823921436134,482.3010548428231,483.35529994429186
0.7200000000000003,0.022854888544817473,-0.018829210119162665,10.60848507470954,6.256912605387377,6.249608334434836,0.0,0.11527433878321108,-0.09618636986425813,1.7511914808060485,0.004998529823072362,-0.06628848750192866,0.0,455.22607766955684,455.7613266783354,454.3034930540974,458.2479628772408
0.7800000000000004,0.03052557549300238,-0.02517590073322609,10.71786539704979,6.257710224675542,6.2455390568746125,0.0,0.14084313874232413,-0.11530041942200424,1.8945763745175286,0.026154072460316646,-0.07107629654322284,0.0,453.6978716572805,453.30996250478466,452.93658079292345,454.63458885894073
0.8400000000000004,0.039756414325914605,-0.032606523891308775,10.834220133989632,6.259131834242197,6.242477423809291,0.0,0.16719676362407554,-0.1322326826034856,1.983751474102462,0.018252691281368128,-0.02707524077513397,0.0,435.50738505988386,439.1697143970654,437.42438849129314,436.7660120080555
0.9000000000000005,0.05075645123326474,-0.041103730425591505,10.95919219051931,6.260385471021213,6.241079052086231,0.0,0.19963060841294056,-0.1508620691319807,2.181619887213647,0.025712302033299935,-0.01667096865078328,0.0,470.7035482348732,471.50794402081465,470.42674418865556,471.0039433096372
0.9600000000000005,0.06363303138684012,-0.05063471735858763,11.093691979059455,6.2618087793637685,6.240592429691873,0.0,0.2296515244471639,-0.1666768493378701,2.301469748356227,0.01941035084339446,0.005071493257255175,0.0,446.6351975640203,448.40497745280635,448.75553348753385,448.2437732148071
1.0200000000000005,0.07829238427883062,-0.061073940721415046,11.23481483646653,6.2628198930333205,6.24071114912843,0.0,0.2589607203427854,-0.18118189881918975,2.402418806444834,0.011169337640571726,-0.0050634945729170575,0.0,442.7966037882192,441.9620579238931,443.15607747366136,442.47810422369173
1.0800000000000005,0.09480379840208984,-0.07240827723291124,11.384217435706246,6.264278043369561,6.240839766498617,0.0,0.29140848997888685,-0.196492923109429,2.577288472165077,0.04242556463176364,0.013642685488763694,0.0,465.09862423040096,466.5613365166083,464.41339223755523,466.85854890944785
1.1400000000000006,0.11315607623650754,-0.08457836606284476,11.541778819638534,6.266620023821945,6.241381735518324,0.0,0.3202512930379938,-0.20892438163257065,2.674540006607255,0.031199596800384557,-0.0023070720853745983,0.0,443.8220101970996,442.51091720753215,442.6843687745029,441.76043111614473
